1542053,0,00000110,2,1,7,3
1542054,0,00000110,2,1,7,3
1542055,0,00000110,2,1,7,3
1542056,0,00000110,2,1,7,3
1542057,0,00000110,2,1,7,3
1542058,0,00000110,2,1,7,3
1542059,0,00000110,2,1,7,3
1542060,0,00000110,2,1,7,3
1542061,0,00000110,2,1,7,3
1542062,0,00000110,2,1,7,3
1542063,0,00000110,2,1,7,3
1542064,0,00000110,2,1,7,3
1542065,0,00000110,2,1,7,3
1542066,0,00000110,2,1,7,3
1542067,0,00000110,2,1,7,3
1542068,0,00000110,2,1,7,3
1542069,0,00000110,2,1,7,3
1542070,0,00000110,2,1,7,3
1542071,0,00000110,2,1,7,3
1542072,0,00000110,2,1,7,3
1542073,0,00000110,2,1,7,3
1542074,0,00000110,2,1,7,3
1542075,0,00000110,2,1,7,3
1542076,0,00000110,2,1,7,3
1542077,0,00000110,2,1,7,3
1542078,0,00000110,2,1,7,3
1542079,0,00000110,2,1,7,3
1542080,0,00000110,2,1,7,3
1542081,0,00000110,2,1,7,3
1542082,0,00000110,2,1,7,3
1542083,0,00000110,2,1,7,3
1542084,0,00000110,2,1,7,3
1542085,0,00000110,2,1,7,3
1542086,0,00000110,2,1,7,3
1542087,0,00000110,2,1,7,3
1542088,0,00000110,2,1,7,3
1542089,0,00000110,2,1,7,3
1542090,0,00000110,2,1,7,3
1542091,0,00000110,2,1,7,3
1542092,0,00000110,2,1,7,3
1542093,0,00000110,2,1,7,3
1542094,0,00000110,2,1,7,3
1542095,0,00000110,2,1,7,3
1542096,0,00000110,2,1,7,3
1542097,0,00000110,2,1,7,3
1542098,0,00000110,2,1,7,3
1542099,0,00000110,2,1,7,3
1542100,0,00000110,2,1,7,3
1542101,0,00000110,2,1,7,3
1542102,0,00000110,2,1,7,3
1542103,0,00000110,2,1,7,3
