Frame,ActionID,Status,BoxID,State,Startup,Active
1489705,95,10000000,0,1,0,0,1
1489706,95,10000000,0,1,0,0,1
1489707,95,10000000,0,1,0,0,1
1489708,95,10000000,0,1,0,0,1
1489709,95,10000000,0,1,0,0,1
1489710,95,10000000,0,1,0,0,1
1489711,95,10000000,0,1,0,0,1
1489712,95,10000000,0,1,0,0,1
1489713,95,10000000,0,1,0,0,1
1489714,95,10000000,0,1,0,0,1
1489715,95,10000000,0,1,0,0,1
1489716,95,10000000,0,1,0,0,1
1489717,95,10000000,0,1,0,0,1
1489718,95,10000000,0,1,0,0,1
1489719,95,10000000,0,1,0,0,1
1489720,95,10000000,0,1,0,0,1
1489721,95,10000000,0,1,0,0,1
1489722,95,10000000,0,1,0,0,1
1489723,95,10000000,0,1,0,0,1
1489724,95,10000000,0,1,0,0,1
1489725,95,10000000,0,1,0,0,1
1489726,95,10000000,0,1,0,0,1
1489727,95,10000000,0,1,0,0,1
1489728,95,10000000,0,1,0,0,1
1489729,95,10000000,0,1,0,0,1
1489730,95,10000000,0,1,0,0,1
1489731,96,00000000,0,1,0,0,1
1489732,96,00000000,0,1,0,0,1
1489733,96,00000000,0,1,0,0,1
1489734,96,00000000,0,1,0,0,1
1489735,96,00000000,0,1,0,0,1
1489736,96,00000000,0,1,0,0,1
1489737,96,00000000,0,1,0,0,1
1489738,96,00000000,0,1,0,0,1
1489739,96,00000000,0,1,0,0,1
1489740,96,00000000,0,1,0,0,1
1489741,96,00000000,0,1,0,0,1
1489742,96,00000000,0,1,0,0,1
1489743,96,00000000,0,1,0,0,1
1489744,96,00000000,0,1,0,0,1
1489745,96,00000000,0,1,0,0,1
1489746,96,00000000,0,1,0,0,1
1489747,96,00000000,0,1,0,0,1
1489748,96,00000000,0,1,0,0,1
1489749,96,00000000,0,1,0,0,1
1489750,96,00000000,0,1,0,0,1
1489751,96,00000000,0,1,0,0,1
1489752,96,00000000,0,1,0,0,1
1489753,96,00000000,0,1,0,0,1
1489754,96,00000000,0,1,0,0,1
1489755,96,00000000,0,1,0,0,1
1489756,96,00000000,0,1,0,0,1
1489757,96,00000000,0,1,0,0,1
1489758,96,00000000,0,1,0,0,1
1489759,96,00000000,0,1,0,0,1
1489760,96,00000000,0,1,0,0,1
1489761,96,00000000,0,1,0,0,1
1489762,96,00000000,0,1,0,0,1
1489763,96,00000000,0,1,0,0,1
1489764,96,00000000,0,1,0,0,1
1489765,96,00000000,0,1,0,0,1
1489766,96,00000000,0,1,0,0,1
1489767,96,00000000,0,1,0,0,1
1489768,96,00000000,0,1,0,0,1
1489769,96,00000000,0,1,0,0,1
1489770,96,00000000,0,1,0,0,1
1489771,96,00000000,0,1,0,0,1
1489772,96,00000000,0,1,0,0,1
1489773,96,00000000,0,1,0,0,1
1489774,96,00000000,0,1,0,0,1
1489775,96,00000000,0,1,0,0,1
1489776,96,00000000,0,1,0,0,1
1489777,96,00000000,0,1,0,0,1
1489778,96,00000000,0,1,0,0,1
1489779,96,00000000,0,1,0,0,1
1489780,96,00000000,0,1,0,0,1
1489781,96,00000000,0,1,0,0,1
1489782,96,00000000,0,1,0,0,1
1489783,96,00000000,0,1,0,0,1
1489784,96,00000000,0,1,0,0,1
1489785,96,00000000,0,1,0,0,1
1489786,96,00000000,0,1,0,0,1
1489787,96,00000000,0,1,0,0,1
1489788,96,00000000,0,1,0,0,1
1489789,96,00000000,0,1,0,0,1
1489790,96,00000000,0,1,0,0,1
1489791,96,00000000,0,1,0,0,1
1489792,96,00000000,0,1,0,0,1
1489793,96,00000000,0,1,0,0,1
1489794,96,00000000,0,1,0,0,1
1489795,96,00000000,0,1,0,0,1
1489796,96,00000000,0,1,0,0,1
1489797,96,00000000,0,1,0,0,1
1489798,96,00000000,0,1,0,0,1
1489799,96,00000000,0,1,0,0,1
1489800,96,00000000,0,1,0,0,1
1489801,96,00000000,0,1,0,0,1
1489802,96,00000000,0,1,0,0,1
1489803,96,00000000,0,1,0,0,1
1489804,96,00000000,0,1,0,0,1
1489805,96,00000000,0,1,0,0,1
1489806,96,00000000,0,1,0,0,1
1489807,96,00000000,0,1,0,0,1
1489808,96,00000000,0,1,0,0,1
1489809,96,00000000,0,1,0,0,1
1489810,96,00000000,0,1,0,0,1
1489811,96,00000000,0,1,0,0,1
1489812,96,00000000,0,1,0,0,1
1489813,96,00000000,0,1,0,0,1
1489814,96,00000000,0,1,0,0,1
1489815,96,00000000,0,1,0,0,1
1489816,96,00000000,0,1,0,0,1
1489817,96,00000000,0,1,0,0,1
1489818,96,00000000,0,1,0,0,1
1489819,96,00000000,0,1,0,0,1
1489820,96,00000000,0,1,0,0,1
1489821,96,00000000,0,1,0,0,1
1489822,96,00000000,0,1,0,0,1
1489823,96,00000000,0,1,0,0,1
1489824,96,00000000,0,1,0,0,1
1489825,96,00000000,0,1,0,0,1
1489826,96,00000000,0,1,0,0,1
1489827,96,00000000,0,1,0,0,1
1489828,96,00000000,0,1,0,0,1
1489829,96,00000000,0,1,0,0,1
1489830,96,00000000,0,1,0,0,1
1489831,96,00000000,0,1,0,0,1
1489832,96,00000000,0,1,0,0,1
1489833,96,00000000,0,1,0,0,1
1489834,96,00000000,0,1,0,0,1
1489835,96,00000000,0,1,0,0,1
1489836,96,00000000,0,1,0,0,1
1489837,96,00000000,0,1,0,0,1
1489838,96,00000000,0,1,0,0,1
1489839,96,00000000,0,1,0,0,1
1489840,96,00000000,0,1,0,0,1
1489841,96,00000000,0,1,0,0,1
1489842,96,00000000,0,1,0,0,1
1489843,96,00000000,0,1,0,0,1
1489844,96,00000000,0,1,0,0,1
1489845,96,00000000,0,1,0,0,1
1489846,96,00000000,0,1,0,0,1
1489847,96,00000000,0,1,0,0,1
1489848,96,00000000,0,1,0,0,1
1489849,96,00000000,0,1,0,0,1
1489850,96,00000000,0,1,0,0,1
1489851,96,00000000,0,1,0,0,1
1489852,96,00000000,0,1,0,0,1
1489853,96,00000000,0,1,0,0,1
1489854,96,00000000,0,1,0,0,1
1489855,96,00000000,0,1,0,0,1
1489856,96,00000000,0,1,0,0,1
1489857,96,00000000,0,1,0,0,1
1489858,96,00000000,0,1,0,0,1
1489859,96,00000000,0,1,0,0,1
1489860,96,00000000,0,1,0,0,1
1489861,96,00000000,0,1,0,0,1
1489862,96,00000000,0,1,0,0,1
1489863,96,00000000,0,1,0,0,1
1489864,96,00000000,0,1,0,0,1
1489865,96,00000000,0,1,0,0,1
1489866,96,00000000,0,1,0,0,1
1489867,96,00000000,0,1,0,0,1
1489868,96,00000000,0,1,0,0,1
1489869,96,00000000,0,1,0,0,1
1489870,96,00000000,0,1,0,0,1
1489871,96,00000000,0,1,0,0,1
1489872,96,00000000,0,1,0,0,1
1489873,96,00000000,0,1,0,0,1
1489874,96,00000000,0,1,0,0,1
1489875,96,00000000,0,1,0,0,1
1489876,96,00000000,0,1,0,0,1
1489877,96,00000000,0,1,0,0,1
1489878,96,00000000,0,1,0,0,1
1489879,96,00000000,0,1,0,0,1
1489880,96,00000000,0,1,0,0,1
1489881,96,00000000,0,1,0,0,1
1489882,96,00000000,0,1,0,0,1
1489883,96,00000000,0,1,0,0,1
1489884,96,00000000,0,1,0,0,1
1489885,96,00000000,0,1,0,0,1
1489886,96,00000000,0,1,0,0,1
1489887,96,00000000,0,1,0,0,1
1489888,96,00000000,0,1,0,0,1
1489889,96,00000000,0,1,0,0,1
1489890,96,00000000,0,1,0,0,1
1489891,96,00000000,0,1,0,0,1
1489892,96,00000000,0,1,0,0,1
1489893,96,00000000,0,1,0,0,1
1489894,96,00000000,0,1,0,0,1
1489895,96,00000000,0,1,0,0,1
1489896,96,00000000,0,1,0,0,1
1489897,96,00000000,0,1,0,0,1
1489898,96,00000000,0,1,0,0,1
1489899,96,00000000,0,1,0,0,1
1489900,96,00000000,0,1,0,0,1
1489901,96,00000000,0,1,0,0,1
1489902,96,00000000,0,1,0,0,1
1489903,96,00000000,0,1,0,0,1
1489904,96,00000000,0,1,0,0,1
1489905,96,00000000,0,1,0,0,1
1489906,96,00000000,0,1,0,0,1
1489907,96,00000000,0,1,0,0,1
1489908,96,00000000,0,1,0,0,1
1489909,96,00000000,0,1,0,0,1
1489910,96,00000000,0,1,0,0,1
1489911,96,00000000,0,1,0,0,1
1489912,96,00000000,0,1,0,0,1
1489913,96,00000000,0,1,0,0,1
1489914,96,00000000,0,1,0,0,1
1489915,96,00000000,0,1,0,0,1
1489916,96,00000000,0,1,0,0,1
1489917,96,00000000,0,1,0,0,1
1489918,96,00000000,0,1,0,0,1
1489919,96,00000000,0,1,0,0,1
1489920,96,00000000,0,1,0,0,1
1489921,96,00000000,0,1,0,0,1
1489922,96,00000000,0,1,0,0,1
1489923,96,00000000,0,1,0,0,1
1489924,96,00000000,0,1,0,0,1
1489925,96,00000000,0,1,0,0,1
1489926,96,00000000,0,1,0,0,1
1489927,96,00000000,0,1,0,0,1
1489928,96,00000000,0,1,0,0,1
1489929,96,00000000,0,1,0,0,1
1489930,96,00000000,0,1,0,0,1
1489931,96,00000000,0,1,0,0,1
1489932,96,00000000,0,1,0,0,1
1489933,96,00000000,0,1,0,0,1
1489934,96,00000000,0,1,0,0,1
1489935,96,00000000,0,1,0,0,1
1492642,0,00000110,2,1,0,0,0
1492643,0,00000110,2,1,0,0,0
1492644,0,00000110,2,1,0,0,0
1492645,81,00000110,6,1,0,0,0
1492646,81,00000110,6,2,1,0,0
1492647,81,00000110,6,2,2,0,0
1492648,81,00000111,12,2,3,0,0
1492649,81,00000111,12,3,3,1,0
1492650,81,00000111,12,3,3,2,0
1492651,81,00000111,12,3,3,3,0
1492652,81,00100110,2,3,3,4,0
1492653,81,00100110,2,4,3,4,0
1492654,81,00100110,2,4,3,4,0
1492655,81,00100110,2,4,3,4,0
1492656,81,10100110,2,4,3,4,0
1492657,0,00000110,2,4,3,4,0
1492658,0,00000110,2,1,3,4,0
1492659,0,00000110,2,1,3,4,0
1492660,0,00000110,2,1,3,4,0
1492661,0,00000110,2,1,3,4,0
1492662,0,00000110,2,1,3,4,0
1492663,0,00000110,2,1,3,4,0
1492664,0,00000110,2,1,3,4,0
1492665,0,00000110,2,1,3,4,0
1492666,0,00000110,2,1,3,4,0
1492667,0,00000110,2,1,3,4,0
1492668,0,00000110,2,1,3,4,0
1492669,0,00000110,2,1,3,4,0
1492670,0,00000110,2,1,3,4,0
1492671,0,00000110,2,1,3,4,0
1492672,2,00000110,2,1,3,4,0
1492673,2,00000110,2,1,3,4,0
1492674,2,00000110,2,1,3,4,0
1492675,2,00000110,2,1,3,4,0
1492676,2,00000110,2,1,3,4,0
1492677,2,00000110,2,1,3,4,0
1492678,2,00000110,2,1,3,4,0
1492679,2,00000110,2,1,3,4,0
1492680,2,00000110,2,1,3,4,0
1492681,2,00000110,2,1,3,4,0
1492682,2,00000110,2,1,3,4,0
1492683,2,00000110,2,1,3,4,0
1492684,2,00000110,2,1,3,4,0
1492685,2,00000110,2,1,3,4,0
1492686,2,00000110,2,1,3,4,0
1492687,2,00000110,2,1,3,4,0
1492688,2,00000110,2,1,3,4,0
1492689,2,00000110,2,1,3,4,0
1492690,2,00000110,2,1,3,4,0
1492691,0,00000110,2,1,3,4,0
1492692,0,00000110,2,1,3,4,0
1492693,0,00000110,2,1,3,4,0
1492694,0,00000110,2,1,3,4,0
1492695,0,00000110,2,1,3,4,0
1492696,0,00000110,2,1,3,4,0
1492697,0,00000110,2,1,3,4,0
1492698,0,00000110,2,1,3,4,0
1492699,0,00000110,2,1,3,4,0
1492700,0,00000110,2,1,3,4,0
1492701,0,00000110,2,1,3,4,0
1492702,0,00000110,2,1,3,4,0
1492703,0,00000110,2,1,3,4,0
1492704,0,00000110,2,1,3,4,0
1492705,0,00000110,2,1,3,4,0
1492706,0,00000110,2,1,3,4,0
1492707,0,00000110,2,1,3,4,0
1492708,0,00000110,2,1,3,4,0
1492709,0,00000110,2,1,3,4,0
1492710,0,00000110,2,1,3,4,0
1492711,0,00000110,2,1,3,4,0
1492712,0,00000110,2,1,3,4,0
1492713,0,00000110,2,1,3,4,0
1492714,0,00000110,2,1,3,4,0
1492715,0,00000110,2,1,3,4,0
1492716,0,00000110,2,1,3,4,0
1492717,0,00000110,2,1,3,4,0
1492718,0,00000110,2,1,3,4,0
1492719,90,00000110,6,1,3,4,0
1492720,90,00000110,6,2,1,0,0
1492721,90,00000110,6,2,2,0,0
1492722,90,00000110,6,2,3,0,0
1492723,90,00000110,6,2,4,0,0
1492724,90,00000110,6,2,5,0,0
1492725,90,00000110,6,2,6,0,0
1492726,90,00001111,12,2,7,0,0
1492727,90,00001111,12,3,7,1,0
1492728,90,00001111,12,3,7,2,0
1492729,90,00001110,5,3,7,3,0
1492730,90,00001110,5,4,7,3,0
1492731,90,00001110,5,4,7,3,0
1492732,90,00001110,5,4,7,3,0
1492733,90,00000110,2,4,7,3,0
1492734,90,00000110,2,4,7,3,0
1492735,90,00100110,2,4,7,3,0
1492736,90,00100110,2,4,7,3,0
1492737,90,00100110,2,4,7,3,0
1492738,90,00100110,2,4,7,3,0
1492739,90,00100110,2,4,7,3,0
1492740,90,00100110,2,4,7,3,0
1492741,90,10100110,2,4,7,3,0
1492742,0,00000110,2,4,7,3,0
1492743,0,00000110,2,1,7,3,0
1492744,0,00000110,2,1,7,3,0
1492745,0,00000110,2,1,7,3,0
1492746,0,00000110,2,1,7,3,0
1492747,0,00000110,2,1,7,3,0
1492748,0,00000110,2,1,7,3,0
1492749,0,00000110,2,1,7,3,0
1492750,0,00000110,2,1,7,3,0
1492751,0,00000110,2,1,7,3,0
1492752,0,00000110,2,1,7,3,0
1492753,0,00000110,2,1,7,3,0
1492754,0,00000110,2,1,7,3,0
1492755,0,00000110,2,1,7,3,0
1492756,0,00000110,2,1,7,3,0
1492757,0,00000110,2,1,7,3,0
1492758,0,00000110,2,1,7,3,0
1492759,0,00000110,2,1,7,3,0
1492760,1,00000110,2,1,7,3,0
1492761,1,00000110,2,1,7,3,0
1492762,1,00000110,2,1,7,3,0
1492763,1,00000110,2,1,7,3,0
1492764,1,00000110,2,1,7,3,0
1492765,0,00000110,2,1,7,3,0
1492766,0,00000110,2,1,7,3,0
1492767,0,00000110,2,1,7,3,0
1492768,0,00000110,2,1,7,3,0
1492769,1,00000110,2,1,7,3,0
1492770,45,00000110,2,1,7,3,0
1492771,45,00000110,2,1,7,3,0
1492772,45,10000110,2,1,7,3,0
1492773,46,00000110,6,1,7,3,0
1492774,46,00000110,6,1,7,3,0
1492775,46,00000110,6,1,7,3,0
1492776,46,00000110,6,1,7,3,0
1492777,46,00000110,6,1,7,3,0
1492778,46,00000110,6,1,7,3,0
1492779,46,00000110,6,1,7,3,0
1492780,46,00000110,6,1,7,3,0
1492781,46,00000110,6,1,7,3,0
1492782,46,00000110,6,1,7,3,0
1492783,47,00000110,2,1,7,3,0
1492784,47,00000110,2,1,7,3,0
1492785,47,10000110,2,1,7,3,0
1492786,0,00000110,2,1,7,3,0
1492787,0,00000110,2,1,7,3,0
1492788,0,00000110,2,1,7,3,0
1492789,0,00000110,2,1,7,3,0
1492790,0,00000110,2,1,7,3,0
1492791,0,00000110,2,1,7,3,0
1492792,0,00000110,2,1,7,3,0
1492793,0,00000110,2,1,7,3,0
1492794,0,00000110,2,1,7,3,0
1492795,90,00000110,6,1,7,3,0
1492796,90,00000110,6,2,1,0,0
1492797,90,00000110,6,2,2,0,0
1492798,90,00000110,6,2,3,0,0
1492799,90,00000110,6,2,4,0,0
1492800,90,00000110,6,2,5,0,0
1492801,90,00000110,6,2,6,0,0
1492802,90,00001110,5,2,7,0,0
1492803,90,00001110,5,2,8,0,0
1492804,90,00001110,5,2,9,0,1
1492805,90,00001110,5,2,10,0,1
1492806,90,00001110,5,2,11,0,1
1492807,90,00001110,5,2,12,0,1
1492808,90,00001110,5,2,13,0,1
1492809,90,00001110,5,2,14,0,1
1492810,90,00001110,5,2,15,0,1
1492811,90,00001110,5,2,16,0,1
1492812,90,00001110,5,2,17,0,1
1492813,90,00001110,5,2,18,0,1
1492814,90,00001110,5,2,19,0,1
1492815,90,00001110,5,2,20,0,1
1492816,90,00001110,5,2,21,0,1
1492817,90,00001110,5,2,22,0,1
1492818,90,00001110,5,2,23,0,1
1492819,90,00001110,5,2,24,0,1
1492820,90,00000110,2,2,25,0,1
1492821,90,00000110,2,2,26,0,1
1492822,90,00100110,2,2,27,0,1
1492823,90,00100110,2,2,28,0,1
1492824,90,00100110,2,2,29,0,1
1492825,90,00100110,2,2,30,0,0
1492826,90,00100110,2,2,31,0,0
1492827,90,00100110,2,2,32,0,0
1492828,90,10100110,2,2,33,0,0
1492829,0,00000110,2,2,34,0,0
1492830,0,00000110,2,1,34,0,0
1492831,0,00000110,2,1,34,0,0
1492832,0,00000110,2,1,34,0,0
1492833,0,00000110,2,1,34,0,0
1492834,0,00000110,2,1,34,0,0
1492835,0,00000110,2,1,34,0,0
1492836,0,00000110,2,1,34,0,0
1492837,0,00000110,2,1,34,0,0
1492838,0,00000110,2,1,34,0,0
1492839,0,00000110,2,1,34,0,0
1492840,0,00000110,2,1,34,0,0
1492841,0,00000110,2,1,34,0,0
1492842,0,00000110,2,1,34,0,0
1492843,0,00000110,2,1,34,0,0
1492844,0,00000110,2,1,34,0,0
1492845,0,00000110,2,1,34,0,0
1492846,0,00000110,2,1,34,0,0
1492847,0,00000110,2,1,34,0,0
1492848,0,00000110,2,1,34,0,0
1492849,0,00000110,2,1,34,0,0
1492850,0,00000110,2,1,34,0,0
1492851,0,00000110,2,1,34,0,0
1492852,0,00000110,2,1,34,0,0
1492853,0,00000110,2,1,34,0,0
1492854,0,00000110,2,1,34,0,0
1492855,0,00000110,2,1,34,0,0
1492856,0,00000110,2,1,34,0,0
1492857,0,00000110,2,1,34,0,0
1492858,0,00000110,2,1,34,0,0
1492859,0,00000110,2,1,34,0,0
1492860,0,00000110,2,1,34,0,0
1492861,0,00000110,2,1,34,0,0
1492862,0,00000110,2,1,34,0,0
1492863,0,00000110,2,1,34,0,0
1492864,0,00000110,2,1,34,0,0
1492865,2,00000110,2,1,34,0,0
1492866,2,00000110,2,1,34,0,0
1492867,2,00000110,2,1,34,0,0
1492868,2,00000110,2,1,34,0,0
1492869,2,00000110,2,1,34,0,0
1492870,2,00000110,2,1,34,0,0
1492871,2,00000110,2,1,34,0,0
1492872,2,00000110,2,1,34,0,0
1492873,2,00000110,2,1,34,0,0
1492874,2,00000110,2,1,34,0,0
1492875,2,00000110,2,1,34,0,0
1492876,2,00000110,2,1,34,0,0
1492877,2,00000110,2,1,34,0,0
1492878,2,00000110,2,1,34,0,0
1492879,2,00000110,2,1,34,0,0
1492880,2,00000110,2,1,34,0,0
1492881,2,00000110,2,1,34,0,0
1492882,2,00000110,2,1,34,0,0
1492883,2,00000110,2,1,34,0,0
1492884,2,00000110,2,1,34,0,0
1492885,2,00000110,2,1,34,0,0
1492886,0,00000110,2,1,34,0,0
1492887,0,00000110,2,1,34,0,0
1492888,0,00000110,2,1,34,0,0
1492889,0,00000110,2,1,34,0,0
1492890,0,00000110,2,1,34,0,0
1492891,0,00000110,2,1,34,0,0
1492892,0,00000110,2,1,34,0,0
1492893,0,00000110,2,1,34,0,0
1492894,0,00000110,2,1,34,0,0
1492895,0,00000110,2,1,34,0,0
1492896,90,00000110,6,1,34,0,0
1492897,90,00000110,6,2,1,0,0
1492898,90,00000110,6,2,2,0,0
1492899,90,00000110,6,2,3,0,0
1492900,90,00000110,6,2,4,0,0
1492901,90,00000110,6,2,5,0,0
1492902,90,00000110,6,2,6,0,0
1492903,90,00001111,12,2,7,0,0
1492904,90,00001111,12,3,7,1,0
1492905,90,00001111,12,3,7,2,0
1492906,90,00001110,5,3,7,3,0
1492907,90,00001110,5,4,7,3,0
1492908,90,00001110,5,4,7,3,0
1492909,90,00001110,5,4,7,3,0
1492910,90,00000110,2,4,7,3,0
1492911,90,00000110,2,4,7,3,0
1492912,90,00100110,2,4,7,3,0
1492913,90,00100110,2,4,7,3,0
1492914,90,00100110,2,4,7,3,0
1492915,90,00100110,2,4,7,3,0
1492916,90,00100110,2,4,7,3,0
1492917,90,00100110,2,4,7,3,0
1492918,90,10100110,2,4,7,3,0
1492919,0,00000110,2,4,7,3,0
1492920,0,00000110,2,1,7,3,0
1492921,0,00000110,2,1,7,3,0
1492922,0,00000110,2,1,7,3,0
1492923,0,00000110,2,1,7,3,0
1492924,0,00000110,2,1,7,3,0
1492925,0,00000110,2,1,7,3,0
1492926,0,00000110,2,1,7,3,0
1492927,0,00000110,2,1,7,3,0
1492928,0,00000110,2,1,7,3,0
1492929,0,00000110,2,1,7,3,0
1492930,0,00000110,2,1,7,3,0
1492931,0,00000110,2,1,7,3,0
1492932,0,00000110,2,1,7,3,0
1492933,0,00000110,2,1,7,3,0
1492934,0,00000110,2,1,7,3,0
1492935,0,00000110,2,1,7,3,0
1492936,0,00000110,2,1,7,3,0
1492937,0,00000110,2,1,7,3,0
1492938,0,00000110,2,1,7,3,0
1492939,0,00000110,2,1,7,3,0
1492940,0,00000110,2,1,7,3,0
1492941,0,00000110,2,1,7,3,0
1492942,0,00000110,2,1,7,3,0
1492943,0,00000110,2,1,7,3,0
1492944,21,00000110,2,1,7,3,0
1492945,0,00000110,2,1,7,3,0
1492946,0,00000110,2,1,7,3,0
1492947,0,00000110,2,1,7,3,0
1492948,0,00000110,2,1,7,3,0
1492949,2,00000110,2,1,7,3,0
1492950,11,00000110,2,1,7,3,0
1492951,11,00000110,2,1,7,3,0
1492952,11,00000110,2,1,7,3,0
1492953,11,10000110,2,1,7,3,0
1492954,19,00000010,1,1,7,3,0
1492955,19,00000010,1,1,7,3,0
1492956,19,00000010,1,1,7,3,0
1492957,19,00000010,1,1,7,3,0
1492958,19,00000010,1,1,7,3,0
1492959,19,00000010,1,1,7,3,0
1492960,19,00000010,1,1,7,3,0
1492961,19,00000010,1,1,7,3,0
1492962,19,00000010,1,1,7,3,0
1492963,19,00000010,1,1,7,3,0
1492964,19,00000010,1,1,7,3,0
1492965,19,10000010,1,1,7,3,0
1492966,20,00000010,1,1,7,3,0
1492967,20,00000010,1,1,7,3,0
1492968,20,00000010,1,1,7,3,0
1492969,20,00000010,1,1,7,3,0
1492970,20,00000010,1,1,7,3,0
1492971,20,00000010,1,1,7,3,0
1492972,20,00000010,1,1,7,3,0
1492973,20,00000010,1,1,7,3,0
1492974,20,00000010,1,1,7,3,0
1492975,20,00000010,1,1,7,3,0
1492976,20,00000010,1,1,7,3,0
1492977,20,10000010,1,1,7,3,0
1492978,14,00000110,2,1,7,3,0
1492979,14,00000110,2,1,7,3,0
1492980,14,00000110,2,1,7,3,0
1492981,1,00000110,2,1,7,3,0
1492982,1,00000110,2,1,7,3,0
1492983,1,00000110,2,1,7,3,0
1492984,21,00000110,2,1,7,3,0
1492985,21,00000110,2,1,7,3,0
1492986,21,00000110,2,1,7,3,0
1492987,21,10000110,2,1,7,3,0
1492988,23,00000010,1,1,7,3,0
1492989,23,10000010,1,1,7,3,0
1492990,23,10000010,1,1,7,3,0
1492991,97,00000010,5,1,7,3,0
1492992,97,00000010,5,2,1,0,0
1492993,97,00000010,5,2,2,0,0
1492994,97,01000111,12,2,3,0,0
1492995,97,01000111,12,3,3,1,0
1492996,97,00100111,12,3,3,2,0
1492997,97,00100111,12,3,3,3,0
1492998,97,00100010,1,3,3,4,0
1492999,97,00100010,1,4,3,4,0
1493000,97,00100010,1,4,3,4,0
1493001,97,00100010,1,4,3,4,0
1493002,97,10100010,1,4,3,4,0
1493003,23,00000010,1,4,3,4,0
1493004,22,00000110,2,1,3,4,0
1493005,22,00000110,2,1,3,4,0
1493006,22,00000110,2,1,3,4,0
1493007,22,10000110,2,1,3,4,0
1493008,0,00000110,2,1,3,4,0
1493009,0,00000110,2,1,3,4,0
1493010,0,00000110,2,1,3,4,0
1493011,0,00000110,2,1,3,4,0
1493012,0,00000110,2,1,3,4,0
1493013,0,00000110,2,1,3,4,0
1493014,0,00000110,2,1,3,4,0
1493015,0,00000110,2,1,3,4,0
1493016,0,00000110,2,1,3,4,0
1493017,0,00000110,2,1,3,4,0
1493018,0,00000110,2,1,3,4,0
1493019,0,00000110,2,1,3,4,0
1493020,0,00000110,2,1,3,4,0
1493021,0,00000110,2,1,3,4,0
1493022,0,00000110,2,1,3,4,0
1493023,0,00000110,2,1,3,4,0
1493024,0,00000110,2,1,3,4,0
1493025,0,00000110,2,1,3,4,0
1493026,0,00000110,2,1,3,4,0
